,PassengerNumber,Name,HomePlanet_0,HomePlanet_1,Destination_0,Destination_1,deck,numofcabin,side_0,side_1,Age,CryoSleep,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported
3882,4167,5979,1,0,1,0,6,276,1,0,37,False,False,0,440,0,0,334,False
3883,4168,2827,1,0,0,1,5,855,0,1,38,False,False,0,18,30,0,832,False
3884,4168,2671,1,0,0,1,4,260,0,1,28,False,False,0,241,6,0,542,False
3885,4169,879,0,1,0,1,3,140,0,1,47,True,False,0,0,0,0,0,True
3886,4169,46,0,1,0,1,3,140,0,1,41,False,False,0,1562,0,2,16,True
3887,4170,6892,0,1,0,1,1,133,0,1,28,True,False,0,0,0,0,0,True
3888,4171,1458,1,0,0,1,6,686,0,1,23,True,False,0,0,0,0,0,False
3889,4172,6185,1,1,0,1,5,856,0,1,24,True,False,0,0,0,0,0,True
3890,4172,1791,1,1,0,1,5,856,0,1,58,False,False,12,0,186,2436,4,False
3891,4172,1749,1,0,0,1,5,856,0,1,36,True,False,0,0,0,0,0,True
3892,4172,6391,1,1,1,1,5,856,0,1,24,False,False,1363,0,50,0,0,False
3893,4172,949,1,1,0,1,5,856,0,1,56,False,False,128,0,959,0,42,False
3894,4172,3144,1,1,0,1,5,856,0,1,15,True,False,0,0,0,0,0,True
3895,4172,1944,1,1,0,1,3,141,0,1,19,False,False,154,170,2074,0,0,True
3896,4173,3247,1,0,0,1,4,261,0,1,27,False,False,0,0,0,658,133,False
3897,4174,1933,1,0,0,1,5,857,0,1,47,False,False,59,1,327,557,0,False
3898,4175,7687,1,0,1,1,5,858,0,1,37,False,False,0,89,15,20,592,False
3899,4176,6499,1,1,0,1,5,859,0,1,39,True,False,0,0,0,0,0,True
3900,4176,4960,1,1,0,1,5,859,0,1,20,True,False,0,0,0,0,0,True
3901,4176,7088,1,1,0,1,5,859,0,1,20,False,False,760,0,742,352,0,True
3902,4176,6094,1,1,0,1,5,859,0,1,38,False,False,490,663,358,855,0,False
3903,4176,6647,1,1,0,1,3,142,0,1,46,False,False,247,0,418,480,36,False
3904,4176,8077,1,1,0,1,5,859,0,1,13,True,False,0,0,0,0,0,True
3905,4176,8300,1,1,1,1,5,859,0,1,24,False,False,612,326,46,87,0,True
3906,4177,5546,0,1,0,1,1,161,1,0,32,True,False,0,0,0,0,0,True
3907,4177,8269,0,1,1,1,1,161,1,0,23,True,False,0,0,0,0,0,True
3908,4177,8153,0,1,1,1,1,161,1,0,44,False,False,36,588,0,1675,3597,False
3909,4178,362,1,0,0,1,6,687,0,1,19,False,False,0,0,4,6,773,False
3910,4179,1350,0,1,0,1,0,50,1,0,30,False,True,0,1172,183,91,0,True
3911,4179,413,0,1,0,1,0,50,1,0,23,True,False,0,0,0,0,0,True
3912,4181,6053,0,1,0,1,2,133,0,1,4,False,False,0,0,0,0,0,True
3913,4181,5518,0,1,1,1,2,133,0,1,0,False,False,0,21,0,0,0,True
3914,4181,7591,0,1,0,1,3,100,0,1,17,True,False,0,0,0,0,0,True
3915,4181,791,0,1,0,1,2,133,0,1,44,True,False,0,0,0,0,0,True
3916,4181,8256,0,1,1,1,2,133,0,1,31,False,False,2,8747,0,4840,14485,False
3917,4181,6469,0,1,1,1,2,133,0,1,41,False,True,0,9463,0,1022,1562,True
3918,4182,5264,0,1,1,1,0,51,1,0,33,False,False,0,2020,0,1817,182,False
3919,4182,1947,0,1,0,1,0,51,1,0,43,False,False,0,124,0,3975,186,False
3920,4182,142,0,1,1,1,0,51,1,0,43,False,True,0,3172,0,26,4376,False
3921,4183,3757,1,0,0,1,5,784,1,0,36,False,False,1367,108,3,0,77,False
3922,4184,7642,1,0,1,1,5,860,0,1,19,False,False,558,0,353,0,8,False
3923,4185,1923,1,0,0,1,6,688,0,1,24,False,False,0,1725,0,0,0,True
3924,4186,1813,1,0,1,1,6,685,1,0,17,True,False,0,0,0,0,0,True
3925,4188,5019,1,0,0,1,5,861,0,1,23,False,False,1277,84,0,240,598,True
3926,4189,8164,1,0,1,1,6,686,1,0,17,False,False,558,0,3,0,1226,False
3927,4191,6037,1,1,0,1,3,135,1,0,18,False,False,950,1,236,754,0,False
3928,4194,6039,1,1,1,1,5,862,0,1,34,True,False,0,0,0,0,0,True
3929,4196,659,1,0,0,1,6,688,1,0,13,True,False,0,0,0,0,0,True
3930,4197,7253,1,0,0,1,5,786,1,0,66,False,False,610,2549,0,17,0,True
3931,4197,7229,1,0,0,1,5,786,1,0,27,False,False,0,867,0,128,363,True
3932,4197,3732,1,0,0,1,6,689,1,0,19,False,False,1620,0,4,0,82,False
3933,4199,5577,1,0,0,1,5,787,1,0,55,False,False,0,198,703,1,0,True
3934,4203,1940,1,1,0,1,3,143,0,1,40,False,False,0,0,1,293,667,False
3935,4204,5840,1,0,1,0,6,691,0,1,23,True,False,0,0,0,0,0,True
3936,4204,6453,1,0,0,1,6,691,0,1,7,False,False,0,0,0,0,0,False
3937,4204,3192,1,0,0,1,6,691,0,1,12,True,False,0,0,0,0,0,True
3938,4205,2504,1,0,0,1,5,789,1,0,37,False,False,0,886,0,58,441,False
3939,4206,509,1,0,0,1,5,865,0,1,22,False,False,0,13,524,7,0,False
3940,4207,6919,1,0,0,1,1,163,1,0,25,True,False,0,0,0,0,0,True
3941,4207,820,0,1,1,1,1,163,1,0,46,True,False,0,0,0,0,0,True
3942,4208,1,1,1,1,1,3,144,0,1,37,False,False,326,0,455,2,0,False
3943,4210,2309,0,1,1,1,2,151,1,0,50,True,False,0,0,0,0,0,True
3944,4210,5860,0,1,1,1,2,151,1,0,28,True,False,0,0,0,0,0,True
3945,4211,7360,0,1,0,1,2,134,0,1,26,True,False,0,0,0,0,0,True
3946,4212,4683,1,0,0,1,6,690,1,0,28,True,False,0,0,0,0,0,True
3947,4213,2991,1,0,1,0,6,691,1,0,23,False,False,4,157,142,912,196,False
3948,4214,1696,0,1,0,1,4,262,0,1,23,False,False,3,343,0,4280,0,False
3949,4215,3407,1,1,0,1,3,145,0,1,34,False,True,992,0,14,0,0,False
3950,4216,6721,0,1,0,1,1,134,0,1,65,True,False,0,0,0,0,0,True
3951,4216,6767,1,0,0,1,1,134,0,1,20,True,False,0,0,0,0,0,True
3952,4218,3441,1,1,0,1,5,867,0,1,29,True,False,0,0,0,0,0,True
3953,4218,6557,1,1,0,1,5,867,0,1,30,False,False,176,0,2310,0,0,True
3954,4219,7929,1,1,0,1,5,868,0,1,3,True,False,0,0,0,0,0,True
3955,4219,7091,1,1,0,1,5,868,0,1,40,False,False,1268,0,0,0,0,False
3956,4219,7389,1,1,0,1,5,868,0,1,32,False,False,1331,416,0,665,64,False
3957,4220,7736,1,0,0,1,4,263,0,1,31,False,False,553,224,9,1,0,False
3958,4221,2534,1,0,0,1,5,869,0,1,13,False,False,27,81,1080,0,0,True
3959,4222,1146,1,0,0,1,6,692,0,1,29,False,False,37,0,167,608,0,False
3960,4222,6131,1,0,0,1,4,264,0,1,28,False,False,0,53,0,732,6,False
3961,4223,5284,1,1,1,1,5,790,1,0,19,False,False,1184,88,0,0,334,True
3962,4223,2421,1,1,1,1,4,275,1,0,24,False,False,469,0,0,196,0,True
3963,4225,1730,1,1,0,1,4,266,0,1,22,True,False,0,0,0,0,0,False
3964,4229,7787,1,0,1,1,5,872,0,1,13,False,False,406,0,1670,0,427,False
3965,4230,6992,1,0,0,1,5,873,0,1,21,False,False,0,0,23,820,22,False
3966,4231,7673,1,0,1,1,5,791,1,0,24,False,False,0,0,1435,10,0,True
3967,4232,1962,0,1,0,1,1,164,1,0,47,False,False,0,4983,0,173,43,True
3968,4233,7499,0,1,0,1,1,135,0,1,27,False,False,0,144,76,184,3932,False
3969,4237,4690,1,0,0,1,4,277,1,0,18,False,False,0,0,774,0,13,True
3970,4238,88,0,1,1,1,1,165,1,0,36,True,False,0,0,0,0,0,True
3971,4239,1134,1,0,0,1,5,875,0,1,68,False,False,0,1,223,580,0,False
3972,4240,6805,0,1,0,1,2,152,1,0,31,False,False,0,0,0,0,0,True
3973,4242,1174,1,1,0,1,5,877,0,1,28,True,False,0,0,0,0,0,True
3974,4243,1417,1,1,0,1,3,136,1,0,36,False,False,3002,21,150,0,0,False
3975,4244,8406,1,0,0,1,5,794,1,0,17,False,False,0,628,0,66,449,True
3976,4245,1718,1,0,0,1,6,695,1,0,13,True,False,0,0,0,0,0,True
3977,4246,4086,1,0,0,1,6,693,0,1,30,False,False,0,10,0,3840,329,False
3978,4249,6015,0,1,0,1,1,166,1,0,58,False,False,0,2946,0,101,387,True
3979,4249,147,0,1,0,1,1,166,1,0,43,True,False,0,0,0,0,0,True
3980,4249,883,0,1,1,1,1,166,1,0,20,False,False,354,1546,323,284,315,True
3981,4251,2399,1,0,0,1,5,879,0,1,29,False,False,715,0,0,698,106,False
3982,4252,618,1,0,0,1,5,795,1,0,15,False,False,156,1,1132,192,33,True
3983,4253,4107,1,0,0,1,6,696,0,1,30,False,False,488,0,242,0,79,False
3984,4254,135,0,1,1,1,1,136,0,1,33,False,False,5493,9401,23,3013,303,False
3985,4254,3429,0,1,0,1,1,136,0,1,25,True,False,0,0,0,0,0,True
3986,4254,3511,0,1,0,1,1,136,0,1,62,False,False,0,22,0,3314,22,False
3987,4255,7284,1,0,1,0,6,697,0,1,41,True,False,0,0,0,0,0,True
3988,4256,741,1,0,0,1,5,880,0,1,27,False,False,6,0,0,768,1141,False
3989,4256,2011,1,0,0,1,6,698,0,1,18,True,False,0,0,0,0,0,False
3990,4256,3828,1,0,0,1,6,698,0,1,27,True,False,0,0,0,0,0,True
3991,4256,1280,1,0,0,1,5,880,0,1,19,False,False,571,0,0,97,813,True
3992,4256,2669,1,0,0,1,6,698,0,1,37,False,False,0,0,115,671,0,False
3993,4256,2947,1,0,0,1,6,698,0,1,24,True,False,0,0,0,0,0,False
3994,4256,2581,1,0,0,1,6,698,0,1,29,False,False,13,0,664,74,101,False
3995,4256,3307,1,0,1,1,5,880,0,1,44,False,False,0,0,608,0,91,False
3996,4257,4238,1,0,0,1,5,881,0,1,19,False,False,0,265,882,2,293,False
3997,4258,5651,0,1,0,1,0,37,0,1,39,False,False,0,266,0,1254,197,False
3998,4258,813,0,1,0,1,0,37,0,1,63,False,False,0,490,1,2882,18,False
3999,4258,5489,0,1,0,1,0,37,0,1,39,False,False,9,1525,0,0,146,False
4000,4259,6645,1,1,0,1,5,796,1,0,41,True,False,0,0,0,0,0,True
4001,4260,1698,1,0,0,1,6,696,1,0,27,True,False,0,0,0,0,0,True
4002,4261,8056,1,1,1,1,3,137,1,0,56,False,False,412,492,9,117,33,True
4003,4262,580,0,1,0,1,2,135,0,1,22,True,False,0,0,0,0,0,True
4004,4262,8195,0,1,1,1,2,135,0,1,26,False,False,1,1269,4790,270,5116,False
4005,4264,1194,1,0,0,1,5,797,1,0,24,False,False,0,0,0,0,1300,False
4006,4266,8027,1,0,1,0,6,697,1,0,18,True,False,0,0,0,0,0,True
4007,4267,7956,1,0,0,1,6,700,0,1,13,True,False,19,0,0,0,0,True
4008,4267,3379,1,0,0,1,5,883,0,1,32,False,False,0,0,1020,0,0,True
4009,4270,3269,0,1,1,1,6,1470,1,0,30,False,False,24,2558,98,0,5361,False
4010,4271,7430,0,1,0,1,0,38,0,1,25,True,False,0,0,0,0,0,True
4011,4272,2081,1,0,0,1,5,799,1,0,55,False,False,0,252,1,0,553,True
4012,4273,6528,1,0,1,0,5,884,0,1,19,False,False,0,2,0,669,0,False
4013,4274,2957,1,0,0,1,6,698,1,0,24,False,False,0,717,222,8,1,True
4014,4278,876,0,1,0,1,2,154,1,0,32,False,False,401,3724,5,422,62,True
4015,4280,4956,1,1,0,1,4,267,0,1,24,False,False,0,0,0,0,0,False
4016,4289,4961,1,1,0,1,5,890,0,1,32,True,False,0,0,0,0,0,True
4017,4291,632,1,0,0,1,6,701,1,0,36,True,False,0,0,0,0,0,False
4018,4292,3636,0,1,1,1,0,52,1,0,28,False,False,0,31,0,1283,871,True
4019,4293,8312,1,0,0,1,5,801,1,0,52,False,False,0,559,0,0,0,True
4020,4294,3230,1,0,0,1,6,702,1,0,29,False,False,646,91,13,0,0,True
4021,4295,7406,1,1,1,1,3,147,0,1,23,False,False,49,0,2716,0,0,True
4022,4295,6732,1,1,0,1,5,853,0,1,32,True,False,0,0,0,0,0,True
4023,4296,2844,1,0,0,1,6,703,1,0,35,True,False,0,0,0,0,0,False
4024,4297,781,0,1,1,1,1,138,0,1,41,False,False,14,6777,81,604,2936,False
4025,4300,3011,0,1,1,0,6,704,1,0,16,True,False,0,0,0,0,0,True
4026,4301,7594,0,1,1,1,4,269,0,1,33,True,False,0,0,0,0,0,True
4027,4302,6978,1,0,1,1,6,706,0,1,6,True,False,0,0,0,0,0,True
4028,4303,56,1,0,1,1,5,803,1,0,15,False,False,36,841,0,0,0,True
4029,4303,8115,1,0,0,1,6,705,1,0,38,False,False,0,668,84,267,0,False
4030,4305,2940,1,0,0,1,5,893,0,1,56,False,False,0,779,12,3,35,False
4031,4305,8112,1,0,1,0,6,707,0,1,4,True,False,0,0,0,0,0,True
4032,4305,5996,1,0,1,0,6,707,0,1,21,True,False,0,0,0,0,0,True
4033,4306,1082,1,1,1,1,5,805,1,0,22,False,False,1371,0,235,0,0,True
4034,4309,1915,1,0,0,1,4,270,0,1,37,False,False,0,0,785,3,0,False
4035,4309,1524,1,0,0,1,6,709,0,1,6,False,False,0,0,0,0,0,True
4036,4311,2195,1,0,0,1,5,807,1,0,22,False,False,563,521,364,0,0,False
4037,4312,8211,0,1,0,1,1,139,0,1,26,False,False,0,137,0,0,7629,False
4038,4315,1818,1,0,0,1,4,272,0,1,22,False,False,0,3,486,0,228,True
4039,4315,5705,1,0,0,1,6,710,0,1,20,True,False,0,0,0,0,0,True
4040,4316,5289,1,0,1,0,5,894,0,1,28,False,False,0,22,0,1156,0,False
4041,4317,916,1,1,0,1,3,139,1,0,24,False,False,439,0,2140,0,0,True
4042,4318,6030,1,1,0,1,5,808,1,0,25,True,False,0,0,0,0,0,True
4043,4319,4708,1,0,0,1,6,711,0,1,48,False,False,2,0,83,589,233,False
4044,4320,608,1,0,0,1,4,273,0,1,24,False,False,786,0,0,7,0,False
4045,4324,3507,1,1,1,1,5,810,1,0,3,False,False,0,0,0,0,0,True
4046,4324,8275,1,1,0,1,5,810,1,0,24,True,False,0,0,0,0,0,True
4047,4324,6032,1,1,0,1,5,810,1,0,25,False,False,412,0,567,775,0,False
4048,4324,7862,1,1,1,1,5,810,1,0,1,True,False,0,0,0,0,0,True
4049,4327,2196,1,0,0,1,5,811,1,0,20,False,False,0,187,712,0,0,True
4050,4329,1889,1,0,0,1,5,812,1,0,22,False,False,39,0,63,3,654,False
4051,4330,332,1,1,1,1,3,140,1,0,28,False,False,427,0,754,0,0,True
4052,4332,7458,1,0,1,1,6,707,1,0,17,True,False,0,0,0,0,0,True
4053,4333,6780,0,1,1,1,1,141,0,1,28,False,False,0,3345,0,2143,27,False
4054,4334,7017,0,1,0,1,0,53,1,0,47,True,False,0,0,0,0,0,True
4055,4335,6033,1,1,0,1,4,281,1,0,34,True,False,0,0,0,0,0,False
4056,4336,8442,0,1,0,1,2,155,1,0,29,False,True,267,1418,257,843,0,True
4057,4336,7593,0,1,0,1,2,155,1,0,14,True,False,0,0,0,0,0,True
4058,4336,8450,0,1,0,1,6,984,0,1,36,False,False,0,563,0,1301,830,True
4059,4336,4756,0,1,1,1,2,155,1,0,40,False,False,2320,0,4874,3131,498,True
4060,4337,1258,1,1,0,1,5,813,1,0,49,False,False,22,0,1129,0,77,True
4061,4338,4926,0,1,0,1,2,156,1,0,51,False,False,0,0,0,0,0,True
4062,4338,3673,0,1,0,1,2,156,1,0,41,False,False,0,545,0,2740,293,True
4063,4338,4724,0,1,1,1,2,156,1,0,44,False,False,0,14201,0,22,584,True
4064,4339,6474,1,1,0,1,5,814,1,0,47,False,False,2044,0,95,0,120,False
4065,4340,6106,1,0,0,1,5,815,1,0,22,False,False,0,0,945,0,4,True
4066,4343,4178,1,0,1,0,6,708,1,0,13,True,False,0,0,0,0,0,True
4067,4344,6741,1,0,0,1,5,816,1,0,18,False,False,0,35,661,0,63,True
4068,4345,4866,1,0,0,1,6,717,0,1,28,False,False,0,1125,3,562,7,False
4069,4346,7973,1,0,1,1,4,274,0,1,22,False,False,429,2,232,0,59,True
4070,4347,7850,1,0,0,1,6,718,0,1,50,False,False,444,0,408,0,0,False
4071,4348,4754,0,1,0,1,1,142,0,1,47,True,True,0,0,0,0,0,True
4072,4349,7020,1,1,0,1,4,275,0,1,55,False,False,802,0,155,4,337,False
4073,4350,6570,1,0,0,1,6,709,1,0,21,True,False,0,0,0,0,0,True
4074,4350,2116,1,0,1,0,6,709,1,0,39,False,False,0,0,1,0,2330,False
4075,4351,7719,1,0,0,1,5,895,0,1,21,False,False,641,0,409,0,0,False
4076,4352,146,0,1,0,1,2,157,1,0,37,False,False,33,3484,17,4,1384,True
4077,4352,697,0,1,0,1,2,157,1,0,31,False,False,22,10025,2,124,1,True
4078,4354,5575,1,0,0,1,4,276,0,1,23,False,False,115,1,0,1899,249,False
4079,4356,2051,0,1,1,1,1,167,1,0,28,True,False,0,0,0,0,0,True
4080,4357,3062,1,1,0,1,3,148,0,1,23,False,False,118,0,949,206,2071,False
4081,4358,7784,1,0,1,0,5,818,1,0,20,False,False,0,272,108,10,230,True
4082,4359,8162,0,1,0,1,2,137,0,1,28,False,False,3,2127,0,696,10,False
4083,4359,7332,0,1,1,1,2,137,0,1,40,False,False,0,17687,0,425,155,True
4084,4359,5437,0,1,1,1,2,137,0,1,54,False,False,0,1832,0,0,1768,False
4085,4360,6343,1,1,0,1,5,896,0,1,18,True,False,0,0,0,0,0,True
4086,4361,1542,1,0,1,1,5,819,1,0,27,False,False,0,14,0,734,331,True
4087,4362,447,0,1,0,1,1,168,1,0,43,False,False,0,1947,0,0,1651,True
4088,4364,2337,1,0,1,0,6,720,0,1,25,True,False,0,0,0,0,0,True
4089,4365,2530,1,1,0,1,5,898,0,1,13,False,False,552,247,0,4,0,False
4090,4366,6249,1,0,1,0,5,899,0,1,15,False,False,0,0,873,0,5,True
4091,4367,6431,1,0,1,1,6,710,1,0,37,True,False,0,0,0,0,0,True
4092,4368,7142,1,1,1,1,5,900,0,1,32,True,False,0,0,0,0,0,True
4093,4369,2851,1,0,0,1,5,820,1,0,19,False,False,857,0,0,0,0,False
4094,4370,2889,1,0,0,1,5,672,1,0,21,False,False,3,1,0,1494,110,False
4095,4371,5550,0,1,0,1,2,158,1,0,27,False,False,0,2717,0,0,986,True
4096,4371,7522,0,1,1,1,2,158,1,0,39,False,False,106,243,126,7,4967,False
4097,4371,6492,1,0,0,1,2,158,1,0,22,True,False,0,0,0,0,0,True
4098,4371,1471,0,1,0,1,2,158,1,0,25,False,False,0,4384,4285,812,360,True
4099,4371,7202,0,1,1,1,2,158,1,0,34,False,False,0,7221,0,288,2275,True
4100,4372,3655,1,1,0,1,5,821,1,0,54,True,False,0,0,0,0,0,True
4101,4372,1226,1,1,0,1,4,283,1,0,42,False,False,954,0,1,0,0,False
4102,4373,6750,1,0,1,0,5,822,1,0,36,False,False,735,0,2,0,0,False
4103,4376,4590,1,0,1,0,4,284,1,0,43,False,False,0,168,3,0,452,True
4104,4382,5965,1,0,1,0,5,901,0,1,23,False,False,65,94,0,0,445,True
4105,4383,7074,0,1,0,1,1,169,1,0,57,False,False,0,0,0,0,0,True
4106,4386,8146,0,1,0,1,1,170,1,0,54,False,False,0,0,0,0,0,True
4107,4386,7632,0,1,0,1,1,170,1,0,51,False,False,0,16455,885,0,363,True
4108,4387,675,1,1,1,0,5,902,0,1,32,False,False,192,0,441,18,0,False
4109,4388,5242,0,1,0,1,1,171,1,0,33,False,False,0,0,0,0,0,True
4110,4390,4225,1,1,0,1,5,903,0,1,8,True,False,0,0,0,0,0,True
4111,4390,3539,1,1,0,1,5,903,0,1,44,True,False,0,0,0,0,0,True
4112,4390,6502,1,1,0,1,5,903,0,1,27,False,False,875,0,61,289,0,False
4113,4391,3292,1,0,0,1,5,904,0,1,48,False,False,383,0,0,393,10,True
4114,4392,6553,1,0,1,1,6,714,1,0,13,False,False,38,0,0,733,0,False
4115,4393,590,1,0,0,1,6,722,0,1,5,True,False,0,0,0,0,0,False
4116,4393,7649,1,0,0,1,4,278,0,1,18,False,False,754,0,34,0,0,False
4117,4395,2985,1,0,0,1,5,905,0,1,23,False,False,0,0,206,681,31,False
4118,4396,6841,1,0,0,1,6,715,1,0,23,False,False,0,153,11,646,0,False
4119,4397,5473,1,0,1,0,6,981,1,0,35,True,False,0,0,0,0,0,True
4120,4399,312,1,0,0,1,6,724,0,1,25,False,False,141,3,640,0,100,False
4121,4400,3313,1,1,0,1,4,285,1,0,32,False,False,689,0,610,0,0,False
4122,4400,1897,1,1,1,1,5,830,1,0,0,False,False,0,0,0,0,0,True
4123,4400,3073,1,1,0,1,5,830,1,0,5,True,False,0,0,0,0,0,True
4124,4401,7793,1,0,1,1,6,716,1,0,16,True,False,0,0,0,0,0,True
4125,4401,2795,1,0,1,0,6,716,1,0,18,True,False,0,0,0,0,0,True
4126,4402,5119,1,0,1,0,6,725,0,1,29,True,False,0,0,0,0,0,False
4127,4403,5002,1,0,0,1,5,831,1,0,55,False,False,134,935,0,6,394,False
4128,4403,4786,1,0,0,1,6,717,1,0,41,False,False,7,0,297,108,361,False
4129,4404,5022,1,0,0,1,6,726,0,1,38,False,False,1017,2,404,121,0,False
4130,4405,8263,0,1,0,1,2,159,1,0,27,True,False,0,0,0,0,0,True
4131,4407,2811,1,0,0,1,6,719,1,0,55,True,False,0,0,0,0,0,True
4132,4408,6270,1,1,0,1,5,906,0,1,75,True,False,0,0,0,0,0,True
4133,4409,6386,0,1,0,1,2,160,1,0,50,False,False,0,817,388,78,693,True
4134,4410,2152,1,0,0,1,6,720,1,0,23,False,False,27,0,32,725,0,False
4135,4411,233,1,0,1,0,6,721,1,0,37,False,False,715,0,54,0,0,True
4136,4413,5091,1,0,0,1,6,722,1,0,33,False,False,0,0,232,0,622,False
4137,4415,3135,1,1,0,1,5,833,1,0,45,False,False,941,281,36,12,39,False
4138,4416,424,0,1,1,1,1,143,0,1,47,True,False,0,0,0,0,0,True
4139,4422,3396,0,1,0,1,1,172,1,0,13,True,False,0,0,0,0,0,True
4140,4422,6472,0,1,0,1,1,172,1,0,29,False,False,0,6338,0,1366,89,True
4141,4424,4734,1,1,0,1,4,287,1,0,19,False,False,30,0,42,3565,7,False
4142,4426,3901,1,1,0,1,5,835,1,0,30,True,False,0,0,0,0,0,True
4143,4427,1973,0,1,1,1,3,141,1,0,39,False,False,3,83,0,805,2983,False
4144,4427,1688,0,1,0,1,3,141,1,0,31,False,False,0,46,0,209,2908,False
4145,4428,6496,0,1,1,1,2,162,1,0,29,False,False,0,11417,12,795,402,True
4146,4429,2473,1,1,0,1,4,288,1,0,16,False,False,546,90,23,513,0,False
4147,4430,4063,1,0,1,0,5,836,1,0,18,False,False,0,2,1513,0,0,True
4148,4431,6760,1,0,1,1,6,727,0,1,38,False,False,8,0,1414,10,3,False
4149,4432,6662,1,0,0,1,6,728,0,1,50,True,False,0,0,0,0,0,False
4150,4433,2842,1,0,1,0,6,729,0,1,21,True,False,0,0,0,0,0,False
4151,4436,4820,1,0,1,0,6,730,0,1,22,True,False,0,0,0,0,0,True
4152,4437,4008,1,0,0,1,6,725,1,0,20,True,False,0,0,0,0,0,True
4153,4438,6852,1,1,0,1,5,910,0,1,36,False,False,721,0,471,0,0,False
4154,4440,12,1,0,0,1,5,911,0,1,23,False,False,0,282,0,0,71,True
4155,4441,4540,0,1,1,1,1,144,0,1,31,True,True,0,0,0,0,0,True
4156,4441,2376,0,1,0,1,1,144,0,1,39,True,False,0,0,0,0,0,True
4157,4441,8189,0,1,1,1,1,144,0,1,50,False,False,0,4558,0,1,267,True
4158,4444,4679,1,0,0,1,4,291,1,0,40,False,False,0,901,0,0,89,False
4159,4445,5843,1,0,0,1,5,912,0,1,28,False,False,8,0,77,560,0,False
4160,4446,777,0,1,0,1,1,175,1,0,38,False,False,2,114,771,3094,448,False
4161,4446,3080,0,1,0,1,1,175,1,0,37,False,False,0,3603,33,7113,1,False
4162,4446,8155,0,1,1,1,1,175,1,0,59,True,False,0,0,0,0,0,True
4163,4446,3562,0,1,1,1,1,175,1,0,41,False,False,35,6103,0,180,160,True
4164,4446,6217,0,1,0,1,1,175,1,0,33,True,False,0,4017,0,413,2260,True
4165,4447,5221,1,0,0,1,6,29,0,1,54,True,False,0,0,0,0,0,True
4166,4448,2721,1,0,0,1,5,913,0,1,40,False,False,0,0,2414,0,0,True
4167,4449,7905,1,1,0,1,3,142,1,0,43,False,False,130,0,870,31,26,True
4168,4450,8420,0,1,1,1,2,140,0,1,26,True,False,0,0,0,0,0,True
4169,4450,6493,0,1,1,1,2,140,0,1,65,False,False,0,7194,0,6,0,True
4170,4450,3266,0,1,1,1,2,140,0,1,22,True,False,0,0,0,0,0,True
4171,4450,446,0,1,0,1,2,140,0,1,28,False,False,0,3627,0,31,3263,False
4172,4451,6320,1,1,0,1,5,914,0,1,35,True,False,0,0,0,0,0,True
4173,4452,5026,1,0,0,1,6,727,1,0,30,True,False,0,0,0,0,0,True
4174,4453,909,0,1,0,1,3,149,0,1,28,False,False,0,2560,0,134,307,False
4175,4456,716,1,0,0,1,5,916,0,1,23,False,False,0,10,159,0,125,True
4176,4457,5587,1,0,0,1,5,917,0,1,24,False,False,698,0,51,2,4,True
4177,4459,723,1,0,1,0,6,733,0,1,16,True,False,0,0,0,0,0,True
4178,4461,599,1,1,0,1,5,838,1,0,18,True,False,0,0,0,0,0,True
4179,4462,3344,1,0,0,1,5,918,0,1,20,False,False,399,77,311,0,16,False
4180,4463,5262,0,1,0,1,1,145,0,1,29,True,False,0,0,0,0,0,True
4181,4463,4045,0,1,0,1,1,145,0,1,29,True,False,0,0,0,0,0,True
4182,4464,7049,1,0,0,1,6,728,1,0,21,False,False,0,0,0,0,0,False
4183,4465,197,0,1,0,1,0,54,1,0,2,True,False,0,0,0,0,0,False
4184,4465,7585,0,1,0,1,0,54,1,0,43,False,False,31,76,0,1353,1713,False
4185,4465,3245,0,1,0,1,0,54,1,0,28,False,False,0,1883,0,1,4560,False
4186,4466,89,0,1,1,1,0,40,0,1,31,False,True,0,2461,0,51,2141,False
4187,4467,5717,1,0,0,1,5,919,0,1,23,False,False,36,18,670,0,32,True
4188,4469,2050,0,1,0,1,1,146,0,1,26,True,False,0,0,0,0,0,True
4189,4469,1971,0,1,1,1,1,146,0,1,43,False,False,0,39,327,4643,85,False
4190,4470,2759,1,0,0,1,5,839,1,0,28,False,False,1549,0,5,0,0,False
4191,4472,1888,1,0,1,0,6,734,0,1,24,False,False,0,266,1455,59,0,False
4192,4472,4686,1,0,0,1,5,920,0,1,27,False,False,110,0,638,0,0,False
4193,4473,4529,1,1,1,1,5,841,1,0,13,False,False,2244,31,507,0,142,False
4194,4473,7560,1,1,0,1,4,292,1,0,27,False,False,994,0,26,1,0,False
4195,4474,3808,1,0,0,1,6,730,1,0,2,True,False,0,0,0,0,0,True
4196,4474,7239,1,0,0,1,6,730,1,0,24,True,False,0,0,0,0,0,True
4197,4474,1505,1,0,0,1,6,730,1,0,2,True,False,0,0,0,0,0,True
4198,4475,8156,0,1,0,1,0,55,1,0,50,False,True,13,239,0,161,2355,False
4199,4475,5933,0,1,1,1,0,55,1,0,27,True,False,0,0,0,0,0,True
4200,4476,1313,1,0,0,1,5,921,0,1,26,False,False,1170,0,0,187,100,False
4201,4477,7640,1,0,1,1,6,731,1,0,31,False,False,23,0,0,0,17,False
4202,4479,8444,1,1,0,1,3,150,0,1,28,False,False,3559,0,455,13,2,False
